date,location,crop,price_per_kg,temperature_c,rainfall_mm,market_arrivals_kg,festival_flag,demand_kg
2025-02-06,Faridabad,Maize,22.1,16.6,0.0,1527,0,1149
2025-02-07,Faridabad,Maize,22.2,17.0,0.0,1550,0,1166
2025-02-08,Faridabad,Maize,22.7,17.1,0.4,1586,1,1310
2025-02-09,Sonipat,Maize,20.1,16.2,0.0,1184,0,887
2025-02-10,Sonipat,Maize,20.7,16.5,0.0,1207,0,907
2025-02-11,Sonipat,Maize,20.9,16.6,1.4,1255,0,932
2025-02-12,Sonipat,Maize,20.8,16.8,0.0,1267,0,942
2025-02-13,Sonipat,Maize,20.7,16.6,0.0,1304,0,983
2025-02-14,Sonipat,Maize,21.0,16.5,0.0,1324,0,977
2025-02-15,Sonipat,Maize,20.9,16.7,0.0,1355,0,1005
2025-02-16,Sonipat,Maize,21.1,16.5,0.0,1399,0,1042
2025-02-17,Sonipat,Maize,21.3,16.6,0.0,1415,0,1059
2025-02-18,Sonipat,Maize,21.3,16.9,0.0,1423,1,1173
2025-02-19,Panipat,Maize,19.9,17.0,0.0,1145,0,847
2025-02-20,Panipat,Maize,20.0,16.5,0.0,1153,0,861
2025-02-21,Panipat,Maize,20.2,17.1,0.0,1204,0,890
2025-02-22,Panipat,Maize,20.5,17.1,0.0,1221,0,900
2025-02-23,Panipat,Maize,20.4,17.2,0.0,1253,0,934
2025-02-24,Panipat,Maize,20.5,17.2,0.0,1299,0,973
2025-02-25,Panipat,Maize,20.7,17.3,0.0,1303,0,975
2025-02-26,Panipat,Maize,20.9,17.1,0.0,1338,0,996
2025-02-27,Panipat,Maize,21.0,17.6,0.0,1341,0,986
2025-02-28,Panipat,Maize,21.2,17.9,0.0,1395,1,1135
2025-03-01,Meerut,Maize,21.2,17.9,0.0,1414,0,1051
2025-03-02,Meerut,Maize,21.6,18.3,0.0,1431,0,1055
2025-03-03,Meerut,Maize,21.7,18.1,0.0,1475,0,1088
2025-03-04,Meerut,Maize,22.0,18.3,0.0,1522,0,1121
2025-03-05,Meerut,Maize,22.0,18.4,0.0,1555,0,1167
2025-03-06,Meerut,Maize,22.2,18.5,0.0,1582,0,1172
2025-03-07,Meerut,Maize,22.1,18.5,0.0,1599,0,1197
2025-03-08,Meerut,Maize,22.6,18.8,0.7,1666,0,1249
2025-03-09,Meerut,Maize,22.5,18.7,0.0,1686,0,1253
2025-03-10,Meerut,Maize,22.8,18.8,0.7,1709,1,1383
2025-03-11,Rohtak,Maize,21.4,19.0,1.3,1094,0,812
2025-03-12,Rohtak,Maize,21.1,18.9,0.0,1117,0,842
2025-03-13,Rohtak,Maize,21.6,19.3,0.7,1154,0,856
2025-03-14,Rohtak,Maize,21.7,18.9,1.1,1169,0,862
2025-03-15,Rohtak,Maize,21.7,19.2,0.0,1192,0,893
2025-03-16,Rohtak,Maize,21.9,19.7,0.0,1221,0,909
2025-03-17,Rohtak,Maize,22.2,19.4,1.4,1259,0,926
2025-03-18,Rohtak,Maize,22.0,19.4,0.0,1275,0,953
2025-03-19,Rohtak,Maize,22.2,19.6,0.5,1289,0,971
2025-03-20,Rohtak,Maize,22.4,19.8,0.9,1327,1,1099
2025-03-21,Delhi,Maize,22.9,20.3,0.0,2568,0,1915
2025-03-22,Delhi,Maize,23.1,20.5,0.5,2625,0,1949
2025-03-23,Delhi,Maize,23.1,20.3,0.0,2692,0,2026
2025-03-24,Delhi,Maize,23.4,20.8,0.6,2710,0,2032
2025-03-25,Delhi,Maize,23.4,20.6,0.0,2788,0,2076
2025-03-26,Delhi,Maize,23.7,20.9,0.0,2831,0,2124
2025-03-27,Delhi,Maize,23.6,20.8,0.0,2892,0,2172
2025-03-28,Delhi,Maize,24.0,21.2,0.0,2946,0,2213
2025-03-29,Delhi,Maize,24.0,21.0,0.8,2993,0,2245
2025-03-30,Delhi,Maize,24.3,21.6,0.0,3016,1,2484
2025-03-31,Noida,Maize,22.5,21.3,0.0,1633,0,1207
2025-04-01,Noida,Maize,22.5,22.0,0.0,1655,0,1246
2025-04-02,Noida,Maize,22.8,22.2,0.0,1703,0,1259
2025-04-03,Noida,Maize,23.1,21.9,0.4,1747,0,1303
2025-04-04,Noida,Maize,23.2,22.1,0.0,1762,0,1329
2025-04-05,Noida,Maize,23.2,22.3,0.0,1821,0,1341
2025-04-06,Noida,Maize,23.4,22.5,0.0,1835,0,1380
2025-04-07,Noida,Maize,23.5,21.9,0.0,1883,0,1391
2025-04-08,Noida,Maize,23.9,22.3,0.0,1909,0,1411
2025-04-09,Noida,Maize,23.9,22.8,0.0,1946,1,1594
2025-04-10,Ghaziabad,Maize,22.4,22.8,0.0,1513,0,1120
2025-04-11,Ghaziabad,Maize,22.7,23.0,1.2,1530,0,1141
2025-04-12,Ghaziabad,Maize,22.9,23.4,0.8,1582,0,1186
2025-04-13,Ghaziabad,Maize,23.0,23.1,0.0,1605,0,1186
2025-04-14,Ghaziabad,Maize,23.3,23.4,0.0,1649,0,1223
2025-04-15,Ghaziabad,Maize,23.0,23.1,0.0,1670,0,1234
2025-04-16,Ghaziabad,Maize,23.1,23.4,0.0,1686,0,1258
2025-04-17,Ghaziabad,Maize,23.4,23.5,0.0,1703,0,1277
2025-04-18,Ghaziabad,Maize,23.7,23.7,0.0,1753,0,1305
2025-04-19,Ghaziabad,Maize,24.0,23.9,1.6,1821,1,1477
2025-04-20,Gurugram,Maize,24.6,23.6,0.4,1377,0,1017
2025-04-21,Gurugram,Maize,24.9,24.4,0.0,1403,0,1032
2025-04-22,Gurugram,Maize,25.0,24.7,0.0,1442,0,1073
2025-04-23,Gurugram,Maize,25.2,24.5,0.0,1453,0,1077
2025-04-24,Gurugram,Maize,25.5,24.6,1.3,1495,0,1120
2025-04-25,Gurugram,Maize,25.7,25.0,0.0,1527,0,1137
2025-04-26,Gurugram,Maize,25.6,24.8,0.0,1577,0,1178
2025-04-27,Gurugram,Maize,25.6,25.1,0.0,1587,0,1193
2025-04-28,Gurugram,Maize,25.9,25.3,0.3,1660,0,1240
2025-04-29,Gurugram,Maize,26.3,25.4,1.2,1658,1,1340
2025-04-30,Faridabad,Maize,23.3,25.7,0.0,1342,0,1011
2025-05-01,Faridabad,Maize,23.3,25.7,0.0,1362,0,1007
2025-05-02,Faridabad,Maize,23.4,25.7,0.0,1401,0,1051
2025-05-03,Faridabad,Maize,23.5,25.7,0.0,1434,0,1055
2025-05-04,Faridabad,Maize,23.9,25.9,1.6,1433,0,1059
2025-05-05,Faridabad,Maize,23.7,26.0,0.0,1508,0,1109
2025-05-06,Faridabad,Maize,24.1,26.2,0.0,1512,0,1123
2025-05-07,Faridabad,Maize,24.3,26.3,0.0,1535,0,1157
2025-05-08,Faridabad,Maize,24.4,26.2,0.0,1564,0,1173
2025-05-09,Faridabad,Maize,24.5,26.4,0.8,1597,1,1325
2025-05-10,Sonipat,Maize,22.6,26.3,0.0,1219,0,907
2025-05-11,Sonipat,Maize,22.4,26.1,0.0,1229,0,922
2025-05-12,Sonipat,Maize,22.7,26.6,0.0,1247,0,918
2025-05-13,Sonipat,Maize,22.9,26.5,0.0,1278,0,948
2025-05-14,Sonipat,Maize,23.1,26.4,0.0,1320,0,981
2025-05-15,Sonipat,Maize,22.9,26.8,0.0,1351,0,993
2025-05-16,Sonipat,Maize,23.4,26.9,0.8,1393,0,1038
2025-05-17,Sonipat,Maize,23.6,26.9,0.0,1414,0,1062
2025-05-18,Sonipat,Maize,23.6,26.9,0.0,1448,0,1084
2025-05-19,Sonipat,Maize,23.9,27.0,1.4,1453,1,1190
2025-05-20,Panipat,Maize,22.3,27.3,0.0,1168,0,860
2025-05-21,Panipat,Maize,22.4,27.4,0.0,1175,0,875
2025-05-22,Panipat,Maize,22.7,27.2,0.5,1233,0,918
2025-05-23,Panipat,Maize,22.5,27.2,0.0,1244,0,938
2025-05-24,Panipat,Maize,22.9,27.2,0.0,1275,0,962
2025-05-25,Panipat,Maize,23.1,27.5,0.4,1290,0,953
2025-05-26,Panipat,Maize,22.9,27.6,0.0,1333,0,980
2025-05-27,Panipat,Maize,23.4,28.2,0.0,1353,0,1009
2025-05-28,Panipat,Maize,23.2,27.4,0.0,1375,0,1028
2025-05-29,Panipat,Maize,23.6,28.1,0.0,1407,1,1149
2025-05-30,Meerut,Maize,23.7,28.5,0.0,1430,0,1080
2025-05-31,Meerut,Maize,23.7,28.2,1.1,1481,0,1096
2025-06-01,Meerut,Maize,24.1,28.5,0.0,1504,0,1133
2025-06-02,Meerut,Maize,24.3,28.4,1.4,1536,0,1137
2025-06-03,Meerut,Maize,24.6,29.2,0.0,1566,0,1164
2025-06-04,Meerut,Maize,24.9,29.4,1.6,1604,0,1198
2025-06-05,Meerut,Maize,24.6,29.0,0.0,1618,0,1209
2025-06-06,Meerut,Maize,24.8,29.1,0.0,1661,0,1234
2025-06-07,Meerut,Maize,25.0,29.0,0.0,1678,0,1253
2025-06-08,Meerut,Maize,25.1,29.2,0.0,1726,1,1399
2025-06-09,Rohtak,Maize,23.1,28.8,1.1,1116,0,842
2025-06-10,Rohtak,Maize,23.5,29.3,0.0,1154,0,862
2025-06-11,Rohtak,Maize,23.7,29.1,0.9,1185,0,877
2025-06-12,Rohtak,Maize,23.7,29.3,0.0,1203,0,907
2025-06-13,Rohtak,Maize,23.6,29.0,0.0,1213,0,909
2025-06-14,Rohtak,Maize,23.9,29.7,0.4,1228,0,910
2025-06-15,Rohtak,Maize,24.1,29.1,0.7,1271,0,945
2025-06-16,Rohtak,Maize,24.4,29.7,0.0,1313,0,981
2025-06-17,Rohtak,Maize,24.4,29.7,1.1,1318,0,991
2025-06-18,Rohtak,Maize,24.7,29.9,1.4,1333,1,1078
2025-06-19,Delhi,Maize,24.9,29.9,0.0,2584,0,1914
2025-06-20,Delhi,Maize,25.0,30.1,0.0,2643,0,1980
2025-06-21,Delhi,Maize,25.2,30.0,0.0,2683,0,1976
2025-06-22,Delhi,Maize,25.2,30.3,0.0,2749,0,2063
2025-06-23,Delhi,Maize,25.4,30.2,0.0,2800,0,2061
2025-06-24,Delhi,Maize,25.7,30.5,0.0,2848,0,2112
2025-06-25,Delhi,Maize,25.8,30.5,0.0,2908,0,2163
2025-06-26,Delhi,Maize,25.8,30.5,0.0,2957,0,2209
2025-06-27,Delhi,Maize,25.8,30.5,0.0,3018,0,2253
2025-06-28,Delhi,Maize,26.3,30.4,0.0,3073,1,2514
2025-06-29,Noida,Maize,24.5,30.3,1.0,1649,0,1227
2025-06-30,Noida,Maize,24.9,30.5,1.5,1690,0,1246
2025-07-01,Noida,Maize,24.8,30.9,0.0,1727,0,1298
2025-07-02,Noida,Maize,25.1,30.6,0.0,1748,0,1303
2025-07-03,Noida,Maize,25.2,30.8,0.9,1787,0,1318
2025-07-04,Noida,Maize,25.1,30.5,0.0,1820,0,1341
2025-07-05,Noida,Maize,25.4,30.4,1.1,1886,0,1410
2025-07-06,Noida,Maize,25.4,30.9,0.4,1891,0,1404
2025-07-07,Noida,Maize,25.5,30.9,0.0,1938,0,1453
2025-07-08,Noida,Maize,25.8,31.0,0.0,1950,1,1618
2025-07-09,Ghaziabad,Maize,24.2,30.7,0.0,1510,0,1139
2025-07-10,Ghaziabad,Maize,24.5,31.0,0.0,1570,0,1158
2025-07-11,Ghaziabad,Maize,24.6,30.8,0.8,1597,0,1188
2025-07-12,Ghaziabad,Maize,24.7,31.1,0.9,1628,0,1217
2025-07-13,Ghaziabad,Maize,24.8,30.9,1.6,1627,0,1207
2025-07-14,Ghaziabad,Maize,24.8,30.4,0.0,1698,0,1257
2025-07-15,Ghaziabad,Maize,24.9,30.7,0.0,1711,0,1287
2025-07-16,Ghaziabad,Maize,24.8,30.8,0.0,1726,0,1271
2025-07-17,Ghaziabad,Maize,25.3,31.1,0.0,1786,0,1344
2025-07-18,Ghaziabad,Maize,25.3,30.8,0.0,1796,1,1450
2025-07-19,Gurugram,Maize,26.1,31.1,0.0,1418,0,1064
2025-07-20,Gurugram,Maize,26.3,31.1,0.0,1428,0,1055
2025-07-21,Gurugram,Maize,26.6,31.1,0.0,1457,0,1080
2025-07-22,Gurugram,Maize,26.6,31.1,0.0,1476,0,1086
2025-07-23,Gurugram,Maize,26.8,31.2,0.0,1542,0,1140
2025-07-24,Gurugram,Maize,26.9,31.3,0.0,1565,0,1180
2025-07-25,Gurugram,Maize,27.3,30.8,1.4,1591,0,1194
2025-07-26,Gurugram,Maize,27.1,31.2,0.0,1623,0,1202
2025-07-27,Gurugram,Maize,27.1,30.7,0.0,1659,0,1225
2025-07-28,Gurugram,Maize,27.2,30.9,0.0,1670,1,1365
2025-07-29,Faridabad,Maize,24.3,31.0,0.0,1349,0,996
2025-07-30,Faridabad,Maize,24.6,31.0,0.0,1404,0,1041
2025-07-31,Faridabad,Maize,24.4,30.4,0.0,1402,0,1040
2025-08-01,Faridabad,Maize,24.7,30.6,0.0,1451,0,1074
2025-08-02,Faridabad,Maize,25.1,30.9,1.6,1480,0,1108
2025-08-03,Faridabad,Maize,24.9,30.8,0.0,1500,0,1105
2025-08-04,Faridabad,Maize,25.1,31.0,0.5,1533,0,1130
2025-08-05,Faridabad,Maize,25.5,30.8,1.5,1562,0,1169
2025-08-06,Faridabad,Maize,25.2,31.0,0.0,1603,0,1179
2025-08-07,Faridabad,Maize,25.5,30.8,0.0,1630,1,1346
2025-08-08,Sonipat,Maize,23.4,30.2,0.0,1243,0,916
2025-08-09,Sonipat,Maize,23.4,29.8,0.0,1254,0,938
2025-08-10,Sonipat,Maize,23.4,29.5,0.0,1262,0,934
2025-08-11,Sonipat,Maize,23.8,29.9,0.6,1316,0,986
2025-08-12,Sonipat,Maize,23.7,29.9,0.8,1330,0,999
2025-08-13,Sonipat,Maize,24.0,29.8,0.0,1357,0,1014
2025-08-14,Sonipat,Maize,24.0,29.6,0.0,1403,0,1058
2025-08-15,Sonipat,Maize,24.0,29.3,0.0,1443,0,1065
2025-08-16,Sonipat,Maize,24.2,29.4,0.7,1444,0,1064
2025-08-17,Sonipat,Maize,24.3,29.7,0.0,1483,1,1209
2025-08-18,Panipat,Maize,22.8,29.2,0.4,1201,0,905
2025-08-19,Panipat,Maize,22.9,29.0,0.0,1215,0,910
2025-08-20,Panipat,Maize,22.8,29.0,0.0,1250,0,928
2025-08-21,Panipat,Maize,23.1,29.1,0.0,1269,0,953
2025-08-22,Panipat,Maize,23.2,29.3,0.0,1292,0,965
2025-08-23,Panipat,Maize,23.3,29.1,0.0,1309,0,965
2025-08-24,Panipat,Maize,23.3,28.7,0.0,1340,0,989
2025-08-25,Panipat,Maize,23.3,28.4,0.0,1392,0,1027
2025-08-26,Panipat,Maize,23.5,28.4,0.0,1428,0,1070
2025-08-27,Panipat,Maize,23.7,28.6,0.0,1416,1,1169
2025-08-28,Meerut,Maize,23.9,28.6,0.0,1468,0,1091
2025-08-29,Meerut,Maize,24.0,28.9,0.0,1500,0,1116
2025-08-30,Meerut,Maize,23.8,28.4,0.0,1527,0,1140
2025-08-31,Meerut,Maize,24.2,28.1,0.0,1557,0,1167
2025-09-01,Meerut,Maize,24.4,28.5,0.9,1623,0,1204
2025-09-02,Meerut,Maize,24.4,28.4,0.0,1651,0,1231
2025-09-03,Meerut,Maize,24.7,28.3,1.1,1645,0,1216
2025-09-04,Meerut,Maize,24.7,28.2,0.8,1691,0,1257
2025-09-05,Meerut,Maize,24.5,28.0,0.0,1721,0,1285
2025-09-06,Meerut,Maize,24.9,28.3,1.6,1759,1,1427
2025-09-07,Rohtak,Maize,23.1,28.0,0.0,1144,0,843
2025-09-08,Rohtak,Maize,23.0,27.7,0.0,1179,0,883
2025-09-09,Rohtak,Maize,23.0,27.4,0.0,1179,0,867
2025-09-10,Rohtak,Maize,23.3,27.4,0.0,1213,0,900
2025-09-11,Rohtak,Maize,23.5,27.3,1.3,1243,0,929
2025-09-12,Rohtak,Maize,23.4,27.3,0.0,1282,0,963
2025-09-13,Rohtak,Maize,23.6,27.3,0.0,1291,0,972
2025-09-14,Rohtak,Maize,23.8,27.4,0.0,1325,0,979
2025-09-15,Rohtak,Maize,23.8,27.0,0.0,1349,0,1007
2025-09-16,Rohtak,Maize,23.8,26.6,0.0,1372,1,1136
2025-09-17,Delhi,Maize,24.5,27.1,1.0,2624,0,1932
2025-09-18,Delhi,Maize,24.3,26.2,0.0,2687,0,2001
2025-09-19,Delhi,Maize,24.6,26.8,1.4,2706,0,2041
2025-09-20,Delhi,Maize,24.5,26.6,0.0,2770,0,2050
2025-09-21,Delhi,Maize,24.4,26.6,0.0,2824,0,2118
2025-09-22,Delhi,Maize,24.9,26.4,1.0,2858,0,2125
2025-09-23,Delhi,Maize,25.1,26.3,1.2,2914,0,2163
2025-09-24,Delhi,Maize,24.8,25.9,0.0,2977,0,2202
2025-09-25,Delhi,Maize,25.2,26.1,1.4,3024,0,2248
2025-09-26,Delhi,Maize,25.4,25.9,1.2,3064,1,2505
